Attribute Name,Attribute ID,Description,Attribute Type,Required,Numeric Values,From Range,To Range,Increment,Category ID
Cord fastening system,2118,"Specifies the type of fastening system for bungee cords, e.g. toggle ball, hook",text,No,0,,,,ha-6-4-1
Molding shape,2119,"Describes the form or pattern of a concrete mold, like block or column",text,No,0,,,,ha-6-6
Tape material,2203,"Specifies the type of material used in tape products, like vinyl or plastic",text,No,0,,,,sg-1-20-6-3-3
Hose material,2919,"Specifies the type of material used in hoses, such as PVC or aluminum",text,No,0,,,,vp-1-4-3-4
Suitable for gas type,1927,"Identifies the type of gas a product is compatible with, such as propane or ethanol",text,No,0,,,,ha-6-12
Spike design,2121,"Identifies the style of spikes, such as tent or landscape fabric",text,No,0,,,,ha-6-13
Fastener finish,2122,"Describes the surface coating of a hardware accessory, like brass or chrome",text,No,0,,,,ha-6-14-8
Bolt form,2123,"Describes the form of hardware bolts, e.g. hex, machine",text,No,0,,,,ha-6-14-3
Nut form,2124,"Describes the form of hardware nuts, e.g. square, wing",text,No,0,,,,ha-6-14-3
Rivet form,2125,"Describes the form of hardware rivets, e.g. solid, split",text,No,0,,,,ha-6-14-4
Thread direction,2126,"Identifies the direction of thread on hardware items, like left-hand or right-hand",text,No,0,,,,ha-6-14-7
Threaded rod size,2127,"Specifies the diameter of a threaded rod, e.g. M10, M20",text,No,0,,,,ha-6-14-7
Washer form,2128,"Describes the specific type of washer in hardware accessories, like flat or spring",text,No,0,,,,ha-6-14-8
Connector design,2129,"Identifies the design of chain connectors or links, such as open end or snap",text,No,0,,,,ha-6-16-1
Hook design,2130,"Identifies the design of hooks, buckles, and fasteners, e.g. spring, double-ended",text,No,0,,,,ha-6-16-1
Metal molding application,2131,"Identifies the intended use of metal casting molds, such as jewelry or figurines",text,No,0,,,,ha-6-18
Hardware mounting type,2132,"Identifies how a hardware product is installed or placed, e.g. wall-mounted, free-standing",text,No,0,,,,ha-15-62-1
Suitable for water feature type,2133,"Identifies the type of water feature the product is suitable for, such as a pond or fountain",text,No,0,,,,ha-7-3-5
Dryer technology,2134,"Specifies the technology of drying in HVAC systems, e.g. desiccant, refrigerated",text,No,0,,,,ha-8-1
Duct design,3326,"Identifies the form of air ducts in HVAC systems, e.g solid, flexible",text,No,0,,,,ha-8-2
Duct shape,2135,"Describes the form of air ducts in HVAC systems, such as round or flat",text,No,0,,,,ha-8-2
HVAC control type,2137,"Identifies the kind of HVAC control, such as digital or manual",text,No,0,,,,ha-8-3-3
Housing color,1,"Identifies the color of a product's outer casing, like beige or clear",text,No,0,,,,ha-15-36-1-3
Housing pattern,3,"Describes the design or motif on a product's exterior, like abstract or logo",text,No,0,,,,ha-15-36-1-3
Sensor features,2988,"Describes the specific features of a product's sensor, such as backlighting or built-in camera",text,No,0,,,,ha-8-3-3
Key purpose,2138,"Specifies where a key or key blank is designed to be used, e.g. door, padlock",text,No,0,,,,ha-9-1
Security level,2139,"Specifies the safety standard of items like locks and latches, e.g. low, medium, high",text,No,0,,,,ha-9-4-5
Pipe clamp design,2140,"Describes the design of a pipe clamp, such as snap or C-clamp",text,No,0,,,,ha-10-1-8
Bathtub base design,2141,"Identifies the design of bathtub bases and feet, for example, clawfoot or platform",text,No,0,,,,ha-10-2-1-1
Bathtub skirt shape,2142,"Describes the form of a bathtub skirt, such as straight or curved",text,No,0,,,,ha-10-2-1-2
Plumbing trap design,2143,"Specifies the type of plumbing trap, such as drum or bottle",text,No,0,,,,ha-10-2-2-6
Connecting thread,2144,"Specifies the thread type for joining plumbing parts, e.g. 1/2 inch IPS",text,No,0,,,,ha-10-2-6-3-2
Faucet thread,2145,"Specifies the type of faucet thread connection, such as dual or female",text,No,0,,,,ha-10-2-4-1
Drain location,2146,"Specifies the drain placement in bathtubs or showers,such as center or left",text,No,0,,,,ha-10-3-2-3
Shower base design,2147,"Specifies the design of shower bases, such as angular or quadrant",text,No,0,,,,ha-10-2-6-4
Material firmness,2148,"Describes the hardness or softness of a product, e.g. rigid, flexible",text,No,0,,,,ha-15-60
Toilet cover design,2149,"Describes the shape of toilet covers, such as round or elongated",text,No,0,,,,ha-10-2-8-5
Toilet cover features,3116,"Describes the special characteristics of a toilet cover, like quick release or soft-close",text,No,0,,,,ha-10-2-8-3
Flush plate color,1,"Identifies the color of the flush plate on toilet tanks, such as white or silver",text,No,0,,,,ha-10-2-8-8-2
Flush plate pattern,3,"Describes the design or motif on a toilet flush plate, such as floral or plaid",text,No,0,,,,ha-10-2-8-8-2
Tank color,1,"Identifies the color of a product, typically toilet tanks; e.g. black, white",text,No,0,,,,ha-10-2-8-8-2
Tank pattern,3,"Identifies the visual motif on toilet tanks, such as solid or abstract",text,No,0,,,,ha-10-2-8-8-2
Bathtub features,3117,"Identifies unique features of a bathtub, such as overflow protection or whirlpool",text,No,0,,,,ha-10-3-2-3
Shower design,2152,"Identifies the configuration of shower stalls & kits, such as alcove or corner",text,No,0,,,,ha-10-3-4
Shower features,3118,"Describes the unique elements of a shower, such as a built-in seat or handheld shower",text,No,0,,,,ha-10-3-4
Shower opening type,3327,"Identifies the style of shower door opening, such as hinged or sliding",text,No,0,,,,ha-10-3-4
Sink shape,73,"Defines the geometric design of sinks, such as oval or rectangular",text,No,0,,,,ha-10-3-5-2-3
Sink mounting type,2154,"Specifies the installation method for sinks, e.g. counter, wall-hung",text,No,0,,,,ha-10-3-5-1-3
Sink type,2155,"Specifies the design of kitchen or utility sinks, such as half bowl",text,No,0,,,,ha-10-3-5-2-3
Bidet mounting type,2961,"Specifies how the bidet is installed, such as wall-mounted or floor-mounted",text,No,0,,,,ha-10-3-6-1
Flush system,2157,"Specifies the flush system used in plumbing fixtures, such as single or double",text,No,0,,,,ha-10-3-6-2-3
Toilet mounting type,2961,"Specifies the method of toilet installation, e.g. wall-mounted, floor-mounted",text,No,0,,,,ha-10-3-6-2
Toilet shape,2159,"Describes the form of a toilet, such as round or rectangular",text,No,0,,,,ha-10-3-6-2-3
Urinal mounting type,2961,"Specifies how a urinal is installed, such as wall-mounted or floor-mounted",text,No,0,,,,ha-10-3-6-3
Placement supported,2161,"Identifies where a product can be installed or used, e.g. wall, floor",text,No,0,,,,ha-10-7-2-1
Motor starting method,2162,"Identifies the method used to start a motor, such as DOL or auto-transformer",text,No,0,,,,ha-11-7-3
Circuit breaker panel form,2163,"Identifies the type of circuit breaker panel, such as miniature or molded case",text,No,0,,,,ha-11-4-2
Circuit breaker design,2164,"Describes the mounting style of a circuit breaker, like bolt-on or plug-in",text,No,0,,,,ha-11-5
Circuit breaker type,2165,"Identifies the type of circuit breaker, such as standard or AFCI",text,No,0,,,,ha-11-5
Trip type,2166,"Specifies the type of trip in a circuit breaker, e.g. non-interchangeable",text,No,0,,,,ha-11-5
Shrink ratio,2167,"Specifies the contraction rate of heat-shrink tubing, e.g. 2:1",text,No,0,,,,ha-11-6-2
Switch control type,2168,"Describes how a light switch is controlled, such as button or sensor",text,No,0,,,,ha-11-10-1-3
Ignition system,2169,"Identifies the type of ignition system in generators, such as manual or electronic",text,No,0,,,,ha-11-15-3
Socket type,2170,"Identifies the type of socket in power outlets, such as USB or Ethernet",text,No,0,,,,ha-11-21-3
Solar panel design,2171,"Describes the installation style of solar panels, like freestanding or roof-mounted",text,No,0,,,,ha-11-22-3
Solar cell type,2172,"Specifies the technology of solar cells, such as thin-film or monocrystalline silicon",text,No,0,,,,ha-11-23
Solar panel connections,2173,"Specifies the connector used with solar panels, e.g. alligator clips or DC connector",text,No,0,,,,ha-11-23-3
Wall plate style,2174,"Describes the design of wall plates or covers, like conventional or screwless",text,No,0,,,,ha-11-25-3
Engine design,2175,"Describes the configuration of a vehicle's engine, e.g. 2-stroke",text,No,0,,,,vp-1-4-7-8
Engine purpose,2176,"Identifies the intended use of a small engine, such as lawnmower or chainsaw",text,No,0,,,,ha-12
Shaft orientation,2178,"Identifies the direction of the shaft in small engines, for example, horizontal or vertical",text,No,0,,,,ha-12
Start type,2179,"Identifies the method used to start small engines, like electric or pull",text,No,0,,,,ha-12
Storage tank application,2180,"Specifies what a storage tank is designed to hold, like fuel or waste",text,No,0,,,,ha-13
Suitable installation,3119,"Identifies the appropriate installation method for a product, like above ground or below ground",text,No,0,,,,hg-12-6-3
Sandblaster application,2181,"Defines the intended function of sandblasting tools, like polishing or sanding",text,No,0,,,,ha-14-1-1-2
Sander type,2182,"Classifies the type of sander tool, e.g. belt, random orbital",text,No,0,,,,ha-14-1-1-2
Rotating direction,2183,"Specifies the turning direction of drill and screwdriver bits, like left-hand or right-hand",text,No,0,,,,ha-14-4-1-3
Abrasive material,2184,"Identifies the type of abrasive used in sanding tools, like diamond or silicon carbide",text,No,0,,,,ha-14-19-1-9
Backing color,1,"Identifies the color of a product's backing or underside, such as beige or black",text,No,0,,,,ha-14-19-1-9
Backing material,2185,"Identifies the material used on the back of products like sanding accessories, e.g. polyester, PVC",text,No,0,,,,ha-14-19-1-9
Backing pattern,3,"Identifies the pattern on a product's reverse side, typically for sanding accessories; e.g. abstract, text",text,No,0,,,,ha-14-19-1-9
Sanding application,2187,"Specifies the purpose of sanding accessories, like finishing work or removing paint",text,No,0,,,,ha-14-19-1-9
Suitable for pipe type,2191,"Identifies the type of pipe a tool can be used with, such as PVC or copper",text,No,0,,,,ha-15-12-2
Chuck type,2192,"Specifies the kind of chuck in hardware tools, such as SDS or SDS max",text,No,0,,,,ha-15-14-5-2
Drill features,3120,"Identifies special characteristics of a drill, like adjustable speed or built-in lighting",text,No,0,,,,ha-15-14-5-2
Hammer head material,2920,"Identifies the composition of a hammer's head, like steel or fiberglass",text,No,0,,,,ha-15-20-2-2
Handle design,2194,"Describes the style of a tool's handle, such as straight or pistol",text,No,0,,,,ha-15-24-3
Scaffolding mounting type,2195,"Specifies the setup style of scaffolding, e.g. frame, mobile",text,No,0,,,,ha-15-27-3-3
Lathe application,2196,"Specifies the type of work a lathe is designed for, like acrylic spinning or glass-working",text,No,0,,,,ha-15-28
Sponge shape,1604,"Describes the form of sponges, typically for makeup; e.g. contoured, teardrop",text,No,0,,,,hb-3-2-5-1-10
Measuring tool features,2988,"Describes special characteristics of measuring tools, like a built-in camera or portable",text,No,0,,,,ha-15-36-38
Device technology,2197,"Describes the type of technology in hardware tools, such as digital or analog",text,No,0,,,,ha-15-36-38
Anemometer application,2198,"Identifies the intended use of an anemometer, such as industrial or meteorological",text,No,0,,,,ha-15-36-3-3
Units of measurement,1348,"Specifies the measurement system used for the product, e.g. millimeters (mm), Fahrenheit (°F)",text,No,0,,,,hg-11-8-50
System of measurement,2199,"Identifies the unit of measurement used in a product, such as imperial or metric",text,No,0,,,,ha-15-36-31
Gases detected,2962,"Identifies the specific gases a detector can sense, such as methane or radon",text,No,0,,,,ha-15-36-11-2
Micrometer type,4364,"Identifies the specific application or design of a micrometer, such as blade or bore",text,No,0,,,,ha-15-36-39
Frequency weighting,2201,"Describes a sound meter's frequency response, such as A-weighting",text,No,0,,,,ha-15-36-27
Time weighting,2202,"Used to specify how quickly a sound meter responds to sound fluctuations, e.g. slow, fast",text,No,0,,,,ha-15-36-27
Thermal detector type,2204,"Specifies the technology used for thermal detection in devices, such as Amorphous silicon (a Si) detector",text,No,0,,,,ha-15-36-33
Thermocouple type,2205,"Specifies the thermocouple category in sensors, e.g. Type J, Type S",text,No,0,,,,ha-15-36-34-2
Airbrush feed type,3329,"Identifies the method of paint delivery in airbrushes, like gravity or siphon",text,No,0,,,,ha-15-42-1
Airbrush operation method,3328,"Specifies the operation style of airbrushes, for example, double action or single action",text,No,0,,,,ha-15-42-1
Paint brush design,2207,"Describes the shape or style of a paint brush, like round or flat",text,No,0,,,,ha-15-42-2
Plunger shape,2208,"Specifies the form of a plunger head, such as cup or accordion",text,No,0,,,,ha-15-50-3
Shaft color,1,"Specifies the hue of the shaft on items like plungers, e.g. silver or red",text,No,0,,,,ha-15-50-3
Shaft material,2956,"Identifies the material used in the shaft of tools, like wood or metal",text,No,0,,,,ha-15-50-3
Shaft pattern,3,"Indicates the visual motif on the shaft of items, typically plungers; e.g. leaves, birds",text,No,0,,,,ha-15-50-3
Suction cup color,1,"Identifies the color of the suction cup, such as black or blue",text,No,0,,,,ha-15-50-3
Suction cup material,2956,"Identifies the material used in the suction cup, like rubber or silicone",text,No,0,,,,ha-15-50-3
